date;country;visa_title;baden_man;baden_woman;bayern_man;bayern_woman;berlin_man;berlin_woman;brandenburg_man;brandenburg_woman;bremen_man;bremen_woman;hamburg_man;hamburg_woman;hessen_man;hessen_woman;mecklen_man;mecklen_woman;niedersachsen_man;niedersachsen_woman;nordrhein_man;nordrhein_woman;rheinland_man;rheinland_woman;saarland_man;saarland_woman;sachsen_man;sachsen_woman;sachsen_anhalt_man;sachsen_anhalt_woman;schleswig_man;schleswig_woman;thueringen_man;thueringen_woman
31.12.2007;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;58;45;226;169;18;17;12;15;13;1;20;12;79;64;1;-;34;29;175;98;30;19;8;7;13;7;4;5;1;2;11;6
31.12.2007;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;377;1063;399;1142;162;467;38;76;34;108;156;424;339;886;16;48;141;460;603;1696;109;314;39;80;58;216;28;89;54;170;23;71
31.12.2007;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;231;178;348;291;598;491;61;40;56;35;523;327;228;195;26;7;126;122;976;664;73;61;113;57;97;51;57;42;99;37;25;16
31.12.2007;China;Antrag auf einen Aufenthaltstitel gestellt;97;79;111;92;8;5;13;8;19;12;9;4;124;125;1;1;80;71;353;244;25;27;8;3;50;44;20;18;12;12;25;19
31.12.2007;China;Duldung;498;257;277;167;59;35;61;40;40;15;36;20;200;111;1;1;94;46;745;364;144;67;97;31;125;70;89;47;2;-;86;40
31.12.2007;China;Aufenthaltsgestattung;19;8;31;27;8;5;14;5;4;3;2;1;6;4;1;-;10;3;20;9;7;4;5;3;8;3;2;1;-;-;6;5
31.12.2007;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;252;169;286;152;163;112;39;27;31;19;189;111;233;198;9;5;125;66;586;369;79;55;13;7;152;98;45;32;24;15;25;20
31.12.2008;China;Freiz�gigkeit nach EU-Recht;38;90;53;133;13;24;1;3;-;2;7;16;20;67;2;1;2;25;41;128;7;25;1;4;1;7;2;7;4;10;2;3
31.12.2008;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;-;-;1;2;2;2;-;-;-;-;-;-;1;2;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2008;China;Unbefristeter Aufenthaltstitel;614;1072;732;1254;467;596;50;70;88;105;351;377;571;924;21;31;247;413;1028;1369;138;295;59;61;84;111;29;49;98;192;19;37
31.12.2008;China;Befristeter Aufenthaltstitel;4101;4074;3786;3925;2317;2252;398;304;440;440;1684;1334;2263;2531;198;154;2150;1957;7347;6506;968;1041;355;274;1401;1284;968;823;642;446;457;512
31.12.2008;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;2281;2165;1599;1679;1075;1093;221;149;259;273;634;481;876;949;101;89;1446;1193;3668;3319;530;568;148;126;1076;931;836;695;273;176;329;393
31.12.2008;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1204;595;1280;609;565;261;103;21;104;35;566;211;774;467;67;13;450;164;2110;797;251;100;69;23;208;99;66;25;243;66;75;22
31.12.2008;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;58;50;223;182;18;20;11;13;10;4;30;26;83;54;1;-;22;26;168;90;24;16;7;8;6;1;7;5;4;3;11;7
31.12.2008;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;405;1146;448;1260;192;525;35;95;40;106;190;458;402;957;16;48;159;503;703;1868;115;319;47;76;71;225;31;84;57;175;27;78
31.12.2008;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;153;118;236;195;467;353;28;26;27;22;264;158;128;104;13;4;73;71;698;432;48;38;84;41;40;28;28;14;65;26;15;12
31.12.2008;China;Antrag auf einen Aufenthaltstitel gestellt;110;83;107;76;9;9;7;6;12;7;2;6;146;156;-;-;105;91;412;298;22;28;3;9;62;41;28;35;23;13;31;24
31.12.2008;China;Duldung;443;216;260;144;56;34;55;37;33;11;30;19;184;108;1;1;93;38;685;343;117;59;94;31;116;64;82;44;1;-;70;33
31.12.2008;China;Aufenthaltsgestattung;38;30;46;25;6;7;9;2;4;1;-;1;6;2;1;-;7;1;39;27;-;1;-;-;3;-;-;1;-;-;6;4
31.12.2008;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;231;176;258;146;146;102;35;19;26;20;314;169;226;160;7;6;106;62;508;348;72;53;18;6;148;87;31;26;14;18;38;16
31.12.2009;China;Freiz�gigkeit nach EU-Recht;44;95;51;141;12;26;-;2;1;4;9;19;22;77;2;2;2;29;40;138;9;20;1;4;3;6;2;7;4;11;1;4
31.12.2009;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;1;1;1;2;2;1;-;-;-;-;-;-;1;1;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2009;China;Unbefristeter Aufenthaltstitel;745;1271;891;1542;496;649;53;74;90;105;382;436;661;1064;17;30;270;464;1150;1600;146;338;61;72;92;138;29;50;114;212;25;49
31.12.2009;China;Befristeter Aufenthaltstitel;3889;4021;3552;3816;2303;2301;368;330;398;424;1527;1311;2230;2586;188;162;2108;1932;7228;6624;881;949;310;251;1376;1250;1082;928;620;457;450;552
31.12.2009;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;2140;2071;1564;1660;1149;1177;195;174;229;252;623;512;901;996;95;95;1383;1156;3836;3357;491;490;147;117;1060;891;969;803;253;188;340;441
31.12.2009;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1126;590;1084;514;602;273;107;20;101;34;550;201;743;435;69;12;456;174;1957;791;218;101;57;16;185;94;65;29;252;60;59;25
31.12.2009;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;80;59;217;170;24;25;7;15;7;6;26;23;55;47;2;-;23;25;184;112;16;11;5;5;11;5;5;5;3;2;15;5
31.12.2009;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;437;1216;497;1333;233;599;40;97;39;116;201;483;421;1019;10;52;203;521;810;2032;118;324;47;85;87;231;29;83;58;181;29;78
31.12.2009;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;106;85;190;139;295;227;19;24;22;16;127;92;110;89;12;3;43;56;441;332;38;23;54;28;33;29;14;8;54;26;7;3
31.12.2009;China;Antrag auf einen Aufenthaltstitel gestellt;122;91;137;108;10;12;24;9;12;10;6;3;161;141;1;1;108;99;452;337;28;36;4;8;75;72;39;26;16;14;49;28
31.12.2009;China;Duldung;417;210;228;124;49;30;58;41;31;9;25;17;157;91;1;1;71;38;622;308;106;52;90;25;108;50;79;40;2;-;70;40
31.12.2009;China;Aufenthaltsgestattung;83;49;64;36;4;5;2;2;3;1;-;2;4;7;1;-;1;1;97;52;-;-;-;-;1;-;-;-;-;-;1;3
31.12.2009;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;221;160;272;179;135;103;46;18;24;20;263;138;208;149;11;10;121;61;510;337;77;54;15;7;124;80;31;39;27;19;29;11
31.12.2010;China;Freiz�gigkeit nach EU-Recht;41;107;56;154;13;33;-;2;1;5;6;18;21;75;2;2;3;30;53;157;8;24;4;4;3;3;1;7;5;15;1;6
31.12.2010;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;1;-;1;3;2;1;-;-;-;-;-;-;1;2;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2010;China;Unbefristeter Aufenthaltstitel;823;1458;1024;1775;531;690;54;81;99;115;404;483;764;1244;18;33;293;528;1316;1812;156;366;66;80;95;154;35;58;114;214;27;54
31.12.2010;China;Befristeter Aufenthaltstitel;3717;3962;3531;3959;2377;2474;328;300;356;379;1489;1335;2172;2519;205;194;2183;1948;7240;6767;834;918;310;247;1410;1290;1160;993;619;482;503;602
31.12.2010;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;1966;1952;1502;1677;1315;1362;167;132;189;196;630;521;851;997;109;131;1368;1089;3763;3405;441;469;151;117;1066;901;1017;853;281;206;373;474
31.12.2010;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1084;566;1100;551;573;281;96;22;95;36;547;228;727;381;73;13;535;190;1999;774;234;98;64;19;202;90;83;39;228;55;72;33
31.12.2010;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;95;79;229;191;21;18;10;16;10;12;27;18;48;53;1;-;22;30;194;129;17;9;6;4;12;7;6;4;1;2;15;8
31.12.2010;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;480;1287;532;1417;266;666;37;109;44;126;176;490;439;1012;11;46;211;586;903;2179;114;325;36;84;107;268;33;87;60;198;33;83
31.12.2010;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;92;78;168;123;202;147;18;21;18;9;109;78;107;76;11;4;47;53;381;280;28;17;53;23;23;24;21;10;49;21;10;4
31.12.2010;China;Antrag auf einen Aufenthaltstitel gestellt;114;109;139;115;8;6;14;11;14;9;25;20;133;109;2;1;76;63;477;334;31;18;7;5;75;50;26;23;20;9;16;17
31.12.2010;China;Duldung;411;212;225;114;46;30;47;41;26;8;23;17;126;80;1;1;54;24;576;281;86;48;75;21;71;34;39;26;2;-;61;39
31.12.2010;China;Aufenthaltsgestattung;85;49;64;30;3;3;1;1;3;2;-;2;3;3;1;-;1;1;95;49;1;2;-;-;2;-;-;-;-;-;1;2
31.12.2010;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;225;163;291;196;144;98;22;14;12;14;295;147;194;157;7;7;88;49;459;305;60;48;12;6;127;91;24;23;25;19;26;15
31.12.2011;China;Freiz�gigkeit nach EU-Recht;40;119;64;174;15;42;-;4;-;3;7;16;22;89;2;-;4;29;55;161;7;28;4;5;3;3;1;6;5;14;1;5
31.12.2011;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;4;4;1;2;2;1;-;-;-;-;-;-;1;2;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2011;China;Unbefristeter Aufenthaltstitel;905;1584;1102;1950;570;747;54;93;100;126;437;525;844;1395;19;34;317;609;1427;2014;172;404;66;82;104;165;38;57;124;233;26;62
31.12.2011;China;Befristeter Aufenthaltstitel;3694;3947;3535;3828;2373;2522;311;288;346;376;1604;1385;2000;2497;185;154;2073;1858;6726;6144;719;799;274;215;1246;1134;1033;931;544;475;433;529
31.12.2011;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;1858;1867;1340;1478;1284;1346;151;143;181;186;659;556;685;917;98;97;1311;979;3202;2741;315;366;122;96;943;773;911;793;256;198;307;405
31.12.2011;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1178;578;1273;632;552;284;103;20;91;34;618;229;697;429;67;12;475;195;2020;782;241;90;58;21;190;81;79;41;180;68;65;33
31.12.2011;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;72;69;199;158;23;25;8;12;10;14;20;20;52;45;2;-;23;28;183;136;18;12;7;5;10;4;5;4;1;2;13;11
31.12.2011;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;508;1359;574;1448;270;696;32;97;45;133;198;506;464;1030;9;42;223;611;955;2211;116;311;41;78;91;261;29;88;60;190;43;78
31.12.2011;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;78;74;149;112;244;171;17;16;19;9;109;74;102;76;9;3;41;45;366;274;29;20;46;15;12;15;9;5;47;17;5;2
31.12.2011;China;Antrag auf einen Aufenthaltstitel gestellt;313;262;373;358;16;10;41;28;30;23;75;81;375;312;18;20;219;165;1476;1264;84;77;28;23;298;255;87;100;49;24;79;88
31.12.2011;China;Duldung;453;228;200;115;46;29;40;35;29;7;14;13;92;66;1;-;51;18;536;271;66;39;60;19;51;27;34;25;2;-;52;26
31.12.2011;China;Aufenthaltsgestattung;75;41;37;24;-;1;-;-;3;2;-;-;2;2;1;-;-;3;75;49;-;2;-;-;2;-;-;-;-;-;2;3
31.12.2011;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;379;312;355;267;166;161;42;33;14;26;337;177;254;219;17;9;116;119;860;751;85;67;15;9;158;125;43;61;40;30;28;27
31.12.2012;China;Freiz�gigkeit nach EU-Recht;41;117;64;194;16;48;-;4;-;4;9;25;30;98;2;-;4;31;64;182;8;31;3;6;3;5;-;7;4;16;1;4
31.12.2012;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;4;5;1;2;2;1;-;-;-;-;-;-;1;2;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2012;China;Unbefristeter Aufenthaltstitel;1073;1828;1238;2256;591;844;62;104;113;140;473;570;943;1531;26;40;367;710;1608;2334;186;441;67;96;121;190;41;63;128;263;30;67
31.12.2012;China;Befristeter Aufenthaltstitel;4182;4478;3888;4100;2442;2598;367;354;349;389;1757;1554;2357;2766;246;231;2315;2004;7465;6693;794;846;288;216;1485;1300;1121;973;565;478;460;552
31.12.2012;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;2143;2225;1361;1552;1296;1433;175;177;173;189;729;689;831;1061;149;170;1435;1064;3516;3036;333;356;128;95;1173;924;982;824;245;194;323;417
31.12.2012;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1314;633;1516;748;597;304;127;30;95;34;682;244;879;481;72;16;568;207;2304;825;292;109;65;25;184;89;89;40;206;68;81;32
31.12.2012;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;102;77;213;145;34;39;10;15;14;19;31;31;49;49;2;-;26;33;222;173;23;19;11;7;13;7;8;6;4;5;14;17
31.12.2012;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;541;1471;655;1552;277;669;37;117;48;138;210;517;507;1108;15;42;242;656;1088;2420;118;337;40;75;101;273;32;97;61;192;38;83
31.12.2012;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;82;72;143;103;238;153;18;15;19;9;105;73;91;67;8;3;44;44;335;239;28;25;44;14;14;7;10;6;49;19;4;3
31.12.2012;China;Antrag auf einen Aufenthaltstitel gestellt;252;244;376;460;10;7;38;24;23;16;71;71;297;252;5;10;249;173;1246;1178;68;66;24;12;255;215;58;58;43;30;65;79
31.12.2012;China;Duldung;395;200;169;100;44;31;32;24;26;6;6;7;66;50;1;-;40;18;432;245;34;16;43;14;42;27;31;25;-;-;46;21
31.12.2012;China;Aufenthaltsgestattung;69;45;18;17;1;2;-;-;1;-;1;1;-;3;-;-;-;1;88;66;-;-;-;-;1;-;-;-;-;-;-;3
31.12.2012;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;431;327;400;336;156;126;36;29;20;24;342;168;237;222;15;12;152;97;1033;981;94;77;11;11;206;139;46;38;75;51;58;42
31.12.2013;China;Freiz�gigkeit nach EU-Recht;38;116;53;201;11;44;-;4;1;4;8;31;29;94;1;-;4;33;56;199;8;30;3;6;2;4;-;5;3;13;-;4
31.12.2013;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;4;5;1;2;2;1;-;-;-;-;-;-;1;2;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2013;China;Unbefristeter Aufenthaltstitel;1252;2122;1517;2667;623;883;73;122;124;150;500;608;1050;1681;25;38;450;813;1795;2668;209;499;70;101;157;225;49;76;135;296;40;75
31.12.2013;China;Befristeter Aufenthaltstitel;4466;4673;4009;4405;2238;2370;410;387;390;431;1817;1624;2462;2902;233;227;2550;2143;7947;7456;820;888;300;228;1757;1523;1196;973;667;541;494;540
31.12.2013;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;2394;2399;1503;1793;1067;1222;204;199;196;223;731;710;922;1162;141;160;1590;1211;3872;3582;319;383;131;109;1412;1096;1064;822;319;259;353;402
31.12.2013;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1304;573;1460;685;614;256;140;35;113;43;748;259;839;474;65;17;647;190;2332;800;322;121;77;23;216;92;75;32;226;70;92;30
31.12.2013;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;100;80;188;127;33;38;8;12;15;18;19;18;53;52;1;-;20;25;238;196;21;15;11;5;14;8;5;7;1;4;10;10
31.12.2013;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;587;1544;714;1688;303;704;43;130;49;139;218;556;545;1138;16;47;240;675;1179;2644;132;342;39;77;104;319;41;102;72;189;35;95
31.12.2013;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;81;77;144;112;221;150;15;11;17;8;101;81;103;76;10;3;53;42;326;234;26;27;42;14;11;8;11;10;49;19;4;3
31.12.2013;China;Antrag auf einen Aufenthaltstitel gestellt;259;271;400;489;10;13;27;24;23;17;75;64;370;324;16;18;261;191;1299;1212;87;73;14;11;246;201;53;48;36;36;108;131
31.12.2013;China;Duldung;364;179;135;76;38;27;28;21;21;7;5;5;56;45;1;-;36;19;366;230;28;15;35;13;38;24;27;24;-;1;43;17
31.12.2013;China;Aufenthaltsgestattung;111;85;13;19;1;1;-;-;1;-;1;-;-;3;-;-;1;1;101;117;-;-;-;-;1;-;-;-;-;-;-;4
31.12.2013;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;536;468;437;421;191;168;41;32;20;33;376;213;265;291;26;33;196;182;1185;998;132;94;12;13;205;187;63;53;47;38;51;44
31.12.2014;China;Freiz�gigkeit nach EU-Recht;39;128;56;214;12;54;-;6;1;7;9;36;34;101;1;-;4;37;66;226;8;29;3;8;2;8;-;7;2;15;1;5
31.12.2014;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;3;5;1;3;2;1;-;-;-;-;-;-;1;1;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2014;China;Unbefristeter Aufenthaltstitel;1415;2387;1742;2992;680;962;72;125;140;177;518;667;1133;1837;25;49;494;927;2023;2975;243;560;86;111;182;276;51;83;145;318;50;83
31.12.2014;China;Befristeter Aufenthaltstitel;4766;5143;4329;4905;2350;2537;413;386;393;446;1813;1624;2622;3109;269;254;2729;2256;8894;8089;910;975;266;250;2057;1639;1183;967;667;630;541;576
31.12.2014;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;2629;2714;1675;2078;1128;1291;208;202;194;245;733;672;977;1247;173;185;1721;1264;4536;4002;345;397;112;130;1709;1207;1030;803;306;311;401;426
31.12.2014;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1308;589;1511;684;642;296;137;29;115;38;740;271;896;530;66;19;657;211;2478;830;344;135;76;21;213;88;90;42;225;86;83;33
31.12.2014;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;103;85;181;127;32;34;11;10;12;12;16;16;53;53;1;-;23;25;253;212;26;14;9;5;14;7;6;9;3;3;8;10
31.12.2014;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;637;1675;805;1911;330;758;41;135;54;144;227;586;601;1207;17;47;272;716;1277;2804;172;401;38;83;113;327;47;106;77;211;45;104
31.12.2014;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;89;80;157;105;218;158;16;10;18;7;97;79;95;72;12;3;56;40;350;241;23;28;31;11;8;10;10;7;56;19;4;3
31.12.2014;China;Antrag auf einen Aufenthaltstitel gestellt;364;327;393;423;47;55;34;27;20;12;144;159;406;375;25;28;287;236;1199;1139;96;73;21;12;285;184;79;55;52;39;95;127
31.12.2014;China;Duldung;333;170;105;65;36;29;24;19;19;8;3;3;55;44;-;-;27;17;330;210;23;12;29;10;35;22;23;19;1;1;40;16
31.12.2014;China;Aufenthaltsgestattung;125;110;9;18;1;1;-;-;1;-;1;1;-;2;-;-;-;1;199;229;-;-;-;-;1;-;-;-;-;-;-;1
31.12.2014;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;638;593;574;576;159;141;51;58;28;38;339;161;339;390;38;44;254;218;1286;1236;143;122;18;23;261;230;107;86;55;42;60;73
31.12.2015;China;Freiz�gigkeit nach EU-Recht;41;132;61;219;14;67;-;7;2;9;11;41;40;119;1;-;5;37;67;245;5;30;3;11;2;8;1;6;2;17;1;6
31.12.2015;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;2;3;1;3;2;1;-;-;-;-;-;-;1;1;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-
31.12.2015;China;Unbefristeter Aufenthaltstitel;1556;2622;1875;3290;726;1032;76;148;152;187;535;714;1215;1986;20;52;563;1016;2213;3261;267;598;88;121;187;296;57;86;159;342;64;91
31.12.2015;China;Befristeter Aufenthaltstitel;5335;5622;4564;5106;2437;2746;424;411;394;460;1652;1561;2786;3384;309;251;2831;2521;9849;9275;1008;1048;249;245;2476;1845;1262;1015;702;637;606;655
31.12.2015;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;3061;2942;1761;2160;1201;1472;223;214;200;240;672;628;1062;1335;215;189;1825;1420;5255;4770;400;406;103;125;2091;1370;1108;853;314;301;466;451
31.12.2015;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1309;678;1609;687;634;340;121;33;112;45;645;276;938;588;62;17;639;253;2564;984;355;159;71;24;232;86;89;39;234;82;87;49
31.12.2015;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;102;76;158;109;37;38;12;7;9;6;22;20;51;48;1;-;26;24;255;210;24;10;9;6;10;3;11;10;2;3;6;7
31.12.2015;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;769;1839;868;2041;353;755;47;143;60;161;223;561;634;1338;17;42;280;776;1403;3066;204;447;36;80;132;377;43;105;90;230;43;145
31.12.2015;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;94;87;168;109;212;141;21;14;13;8;90;76;101;75;14;3;61;48;372;245;25;26;30;10;11;9;11;8;62;21;4;3
31.12.2015;China;Antrag auf einen Aufenthaltstitel gestellt;333;344;520;667;84;91;36;56;15;12;167;179;467;459;21;31;377;294;1232;1102;97;103;9;18;271;180;64;46;52;39;98;121
31.12.2015;China;Duldung;330;180;94;55;33;23;21;15;17;9;2;3;49;39;-;-;20;15;291;186;20;13;19;9;40;22;20;20;1;1;32;9
31.12.2015;China;Aufenthaltsgestattung;203;216;8;18;2;-;-;-;1;-;1;-;1;1;-;-;-;1;252;279;-;1;-;-;1;-;-;-;-;-;-;1
31.12.2015;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;743;705;655;678;159;150;66;57;39;36;350;161;335;396;98;87;328;340;1154;1093;147;140;14;19;311;301;83;52;48;44;73;79
31.12.2016;China;Freiz�gigkeit nach EU-Recht;45;150;65;240;20;80;-;5;-;10;15;45;45;145;-;-;5;40;80;250;5;30;5;10;5;10;-;5;5;15;-;5
31.12.2016;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;5;10;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;China;Unbefristeter Aufenthaltstitel;1710;2920;2075;3620;765;1110;75;165;155;205;565;775;1320;2190;20;50;590;1115;2455;3635;295;625;90;130;195;325;65;100;175;375;65;105
31.12.2016;China;Befristeter Aufenthaltstitel;5740;5990;4890;5590;2685;3060;445;490;420;470;1720;1720;2860;3670;295;240;3050;2675;10240;9550;1125;1160;260;265;2640;1895;1160;940;665;625;635;700
31.12.2016;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;3270;3120;1925;2330;1330;1670;240;280;195;240;680;745;1025;1385;215;180;1980;1510;5320;4645;480;470;100;135;2240;1395;990;775;270;280;490;490
31.12.2016;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1385;740;1675;780;730;390;125;40;130;55;670;290;980;710;55;20;680;250;2705;1115;365;165;85;20;255;90;100;30;235;85;90;60
31.12.2016;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;115;75;145;105;40;35;10;10;15;10;20;15;55;55;-;-;20;25;270;230;25;15;10;5;10;5;15;10;-;5;5;10
31.12.2016;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;865;1970;965;2255;375;830;50;150;65;155;255;595;680;1440;15;40;305;835;1570;3315;220;485;30;95;135;400;45;120;100;235;45;140
31.12.2016;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;105;80;180;120;210;140;20;15;10;10;100;80;120;80;15;5;65;60;375;250;35;30;30;10;10;5;10;10;60;20;5;-
31.12.2016;China;Antrag auf einen Aufenthaltstitel gestellt;350;370;550;725;110;90;35;45;15;10;175;150;515;460;35;30;320;245;1285;1115;95;85;10;10;270;175;50;65;65;40;55;55
31.12.2016;China;Duldung;295;180;80;45;30;15;20;15;10;5;5;-;35;30;-;-;15;15;270;195;15;5;10;5;35;20;15;15;-;-;30;10
31.12.2016;China;Aufenthaltsgestattung;350;405;10;15;-;-;-;-;-;-;-;-;5;5;-;-;5;5;465;450;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2016;China;Ohne Aufenthaltstitel, Duldung oder Gestattung;860;810;750;845;180;160;85;65;35;30;375;175;405;495;55;75;445;455;1630;1540;145;150;15;25;325;295;120;90;100;70;135;150
31.12.2017;China;Freiz�gigkeit nach EU-Recht;55;155;70;255;20;90;-;5;-;10;15;35;55;155;-;-;5;45;85;250;5;45;5;15;5;10;-;5;5;15;-;-
31.12.2017;China;V.d.Erford.e.Aufenthaltstit.befreit, heimatl.Ausl.;5;5;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2017;China;Unbefristeter Aufenthaltstitel;1855;3160;2190;3845;805;1205;80;175;165;215;585;825;1450;2405;25;45;650;1205;2680;3985;330;670;95;135;225;355;70;110;185;400;65;120
31.12.2017;China;Befristeter Aufenthaltstitel;5920;6195;4970;5785;2920;3300;430;450;405;465;1755;1775;2990;3835;260;245;3225;2740;10480;9725;1235;1255;260;290;2590;1750;1035;910;715;675;655;715
31.12.2017;China;Befr.Aufenthaltserl.z.Zweck d.Ausbild., AufenthG;3230;3070;1860;2330;1430;1725;210;205;190;230;680;715;1055;1405;180;160;2145;1585;5295;4540;545;470;100;140;2175;1265;855;715;300;315;480;490
31.12.2017;China;Befr.Aufenthaltserl. z.Zweck d.Erwerbst.,AufenthG;1460;825;1785;855;795;465;140;70;120;60;675;340;990;815;50;25;650;235;2745;1165;355;185;80;25;265;105;105;45;260;85;110;60
31.12.2017;China;Befr. AE.aus v�lkerr.,human.,pol.Gr�nden,AufenthG;155;135;150;120;45;35;10;5;10;10;20;15;60;55;5;-;25;25;350;320;15;15;10;10;10;5;10;10;-;5;15;10
31.12.2017;China;Befr.Aufenthaltserlaubn. a.fam. Gr�nden, AufenthG;955;2075;995;2360;430;935;50;155;70;150;285;620;755;1475;10;55;330;840;1720;3450;275;555;35;110;135;365;50;135;90;245;50;150
31.12.2017;China;Aufenthaltsst. mit bes. Aufenthaltsrecht, AufenthG;125;90;180;120;225;140;20;10;20;10;100;85;125;80;15;5;75;55;365;250;45;35;30;10;5;5;15;10;65;25;5;5
31.12.2017;China;Antrag auf einen Aufenthaltstitel gestellt;495;495;600;770;85;100;50;75;20;15;175;195;630;615;65;40;375;295;1515;1360;115;115;10;15;440;315;95;65;65;60;90;105
